epoch,train_loss,val_loss,train_r,val_r
111,0.133485,0.152835,0.922640,0.899075
112,0.130063,0.157009,0.926032,0.898310
113,0.131330,0.161868,0.924440,0.889896
114,0.131353,0.150722,0.922993,0.900607
115,0.126814,0.154782,0.928112,0.896814
116,0.123687,0.154176,0.931045,0.898008
117,0.121105,0.146896,0.932908,0.903473
118,0.119505,0.147903,0.934096,0.902859
119,0.119360,0.132698,0.933772,0.916716
120,0.120051,0.131748,0.933129,0.917806
121,0.112619,0.133356,0.939091,0.917451
122,0.115510,0.140221,0.936721,0.908088
123,0.115082,0.133257,0.936428,0.915079
124,0.114400,0.130594,0.937619,0.918666
125,0.110398,0.131566,0.941329,0.916289
126,0.107940,0.139138,0.942779,0.907502
127,0.105794,0.127210,0.944113,0.920008
128,0.109307,0.129309,0.941966,0.920745
129,0.111677,0.122705,0.938201,0.924687
130,0.105774,0.131207,0.944224,0.916905
131,0.110374,0.128558,0.940346,0.919532
132,0.103998,0.117455,0.945828,0.928371
133,0.099259,0.129262,0.949251,0.917824
134,0.098668,0.118656,0.949809,0.926236
135,0.097196,0.121537,0.950726,0.925061
136,0.103222,0.115036,0.946014,0.932359
137,0.100915,0.109604,0.947668,0.936166
138,0.097522,0.115722,0.950533,0.927868
139,0.098817,0.113359,0.948817,0.930683
140,0.097046,0.116550,0.950204,0.926968
141,0.095554,0.120019,0.951646,0.925367
142,0.096875,0.106770,0.951137,0.938400
143,0.090550,0.099009,0.955924,0.943253
144,0.089637,0.100736,0.956549,0.942364
145,0.089242,0.110853,0.956590,0.931865
146,0.094822,0.103433,0.951539,0.939594
147,0.084397,0.099879,0.960102,0.940311
148,0.088501,0.101872,0.956585,0.941840
149,0.089426,0.103543,0.956207,0.938055
150,0.086816,0.094969,0.958541,0.947219
151,0.085292,0.102268,0.959178,0.941493
152,0.084521,0.098271,0.959992,0.945066
153,0.086457,0.091131,0.958527,0.951153
154,0.084739,0.099978,0.959557,0.942253
155,0.087797,0.097626,0.957210,0.943199
156,0.082900,0.097345,0.961544,0.945337
157,0.082500,0.098008,0.961330,0.944060
158,0.081262,0.099410,0.961810,0.940509
159,0.081103,0.098242,0.962032,0.944336
160,0.081663,0.093314,0.961550,0.948116
161,0.078986,0.088839,0.963666,0.952699
162,0.077488,0.095741,0.964612,0.945275
163,0.078526,0.080913,0.964502,0.958331
164,0.077314,0.088051,0.964735,0.950244
165,0.076767,0.090074,0.964963,0.950825
166,0.079443,0.087550,0.962766,0.952565
167,0.076030,0.083485,0.966071,0.954576
168,0.073572,0.078677,0.967443,0.959923
169,0.073672,0.082538,0.967378,0.956507
170,0.075197,0.088115,0.966261,0.952712
171,0.074950,0.077230,0.966012,0.960942
172,0.074845,0.086021,0.966431,0.950946
173,0.073732,0.083220,0.967141,0.955671
174,0.075940,0.081088,0.964211,0.958084
175,0.070541,0.075363,0.969140,0.961455
176,0.069719,0.076767,0.969805,0.961080
177,0.069879,0.077687,0.970110,0.958800
178,0.071633,0.081631,0.968128,0.955530
179,0.070910,0.075920,0.968995,0.960956
180,0.073307,0.084397,0.967250,0.954759
181,0.067813,0.069151,0.971349,0.966826
182,0.066334,0.075260,0.972550,0.962262
183,0.067771,0.077841,0.970920,0.958873
184,0.066083,0.073113,0.972163,0.961703
185,0.068823,0.075578,0.970166,0.960605
186,0.066224,0.067536,0.971801,0.967124
187,0.070935,0.071051,0.969035,0.964145
188,0.066787,0.067881,0.971869,0.967911
189,0.065438,0.073092,0.972514,0.964233
190,0.063495,0.077128,0.973928,0.959996
191,0.068830,0.074281,0.969415,0.960614
192,0.066142,0.069910,0.971735,0.964162
193,0.063941,0.071063,0.973420,0.964349
194,0.064478,0.077937,0.973054,0.959625
195,0.061448,0.073407,0.975228,0.961696
196,0.067499,0.076677,0.970390,0.958958
