epoch,train_loss,val_loss,train_r,val_r
58,0.208175,0.472804,0.836864,0.413822
59,0.204849,0.469098,0.840963,0.419943
60,0.204458,0.466025,0.840938,0.424228
61,0.198030,0.468585,0.849537,0.420163
62,0.197125,0.466841,0.850179,0.423122
63,0.191815,0.457259,0.856798,0.436465
64,0.190652,0.463851,0.858614,0.428403
65,0.186203,0.460632,0.864198,0.432158
66,0.183860,0.457538,0.867255,0.436972
67,0.182001,0.457439,0.869032,0.436825
68,0.177354,0.454572,0.875163,0.440231
69,0.176790,0.457660,0.875328,0.439048
70,0.176495,0.450826,0.875208,0.447088
71,0.177139,0.447138,0.874138,0.452552
72,0.167302,0.446395,0.887043,0.452558
73,0.163936,0.445459,0.890952,0.454437
74,0.163336,0.438755,0.891169,0.463772
75,0.161094,0.433357,0.893531,0.471863
76,0.162449,0.444922,0.892001,0.455303
77,0.160630,0.440789,0.893630,0.462060
78,0.160577,0.438010,0.894022,0.467039
79,0.155217,0.441464,0.899443,0.461911
80,0.152106,0.439716,0.903080,0.464070
81,0.150748,0.427089,0.904854,0.480968
82,0.150311,0.425751,0.904901,0.483340
83,0.149513,0.430551,0.904804,0.476207
84,0.152046,0.430638,0.902060,0.477101
85,0.146013,0.422623,0.908637,0.488718
86,0.145360,0.424897,0.909457,0.484533
87,0.144697,0.427830,0.909848,0.483413
88,0.144855,0.418010,0.908822,0.495745
89,0.140584,0.424673,0.914174,0.485520
90,0.140637,0.417512,0.912945,0.496165
91,0.136926,0.433075,0.918077,0.476507
92,0.137286,0.423855,0.916224,0.489888
93,0.137972,0.419915,0.914315,0.494416
94,0.131348,0.418059,0.922803,0.497035
95,0.128937,0.419098,0.925129,0.495702
96,0.130882,0.421066,0.922145,0.492874
97,0.127999,0.416000,0.924528,0.498277
98,0.125055,0.413658,0.927226,0.502295
99,0.127003,0.420209,0.925751,0.495167
100,0.126319,0.420623,0.924547,0.491440
101,0.125580,0.409494,0.925302,0.507085
102,0.120290,0.425403,0.931546,0.488504
103,0.120713,0.417348,0.929580,0.495605
104,0.119554,0.411760,0.930004,0.505310
105,0.117941,0.404179,0.930825,0.517072
106,0.118609,0.410575,0.930036,0.505976
107,0.122919,0.416698,0.925034,0.500983
108,0.117614,0.410038,0.929995,0.508892
109,0.114295,0.404069,0.931747,0.518278
110,0.114188,0.423272,0.932024,0.493867
111,0.112921,0.406217,0.932195,0.510486
112,0.115274,0.418293,0.928910,0.497120
113,0.114446,0.412832,0.928627,0.503721
114,0.108721,0.410280,0.935091,0.509201
115,0.106395,0.395658,0.937079,0.524082
116,0.104470,0.403817,0.939554,0.514666
117,0.102995,0.402779,0.939286,0.516992
118,0.106964,0.407620,0.931074,0.505640
119,0.105968,0.393656,0.934900,0.528939
120,0.101034,0.414529,0.937081,0.497249
121,0.101945,0.413643,0.936005,0.499684
122,0.100726,0.405727,0.936905,0.508333
123,0.095698,0.391838,0.941155,0.523754
124,0.096716,0.402673,0.939839,0.513262
125,0.092935,0.391931,0.942889,0.522879
126,0.093053,0.397988,0.942635,0.513441
127,0.090715,0.386965,0.943388,0.530635
128,0.089406,0.393972,0.942956,0.518983
129,0.091024,0.397353,0.941257,0.509455
130,0.087574,0.393937,0.943280,0.517316
131,0.088550,0.398923,0.942152,0.512113
132,0.087894,0.402632,0.942325,0.506888
133,0.087353,0.392223,0.941445,0.518418
134,0.091508,0.397814,0.935835,0.510824
135,0.086052,0.400154,0.942621,0.506309
136,0.083313,0.399805,0.945372,0.510576
137,0.086088,0.383660,0.941424,0.523191
138,0.083532,0.386087,0.943700,0.526297
139,0.084825,0.378248,0.941410,0.531665
140,0.079959,0.383410,0.946769,0.525174
141,0.077564,0.377804,0.949673,0.534255
142,0.074231,0.377082,0.951085,0.532084
143,0.072878,0.376613,0.952793,0.534024
144,0.072534,0.381084,0.952643,0.526692
145,0.069260,0.381331,0.955673,0.525209
146,0.072624,0.382150,0.950657,0.522488
147,0.069787,0.384012,0.954432,0.518797
148,0.071606,0.372644,0.951985,0.537510
149,0.071040,0.377403,0.953310,0.533277
150,0.068399,0.372061,0.954459,0.537948
151,0.068813,0.364910,0.954469,0.542085
152,0.066949,0.366837,0.955700,0.541273
153,0.067459,0.381289,0.955430,0.527542
154,0.066419,0.371164,0.956313,0.533996
155,0.064098,0.376429,0.958126,0.528467
156,0.065742,0.367814,0.956544,0.537219
157,0.059842,0.371549,0.962019,0.532456
158,0.060120,0.367204,0.961634,0.538363
159,0.064184,0.370214,0.957152,0.533326
160,0.059012,0.380303,0.962543,0.525763
161,0.060026,0.374871,0.961404,0.530023
